"","orig.ident","nCount_RNA","nFeature_RNA","tissue","stage","gsm","source","sample_type","region_group","RNA_snn_res.0.1","seurat_clusters","RNA_snn_res.0.2","RNA_snn_res.0.3","RNA_snn_res.0.4","RNA_snn_res.0.5","RNA_snn_res.0.6","RNA_snn_res.0.7","RNA_snn_res.0.8","RNA_snn_res.0.9","RNA_snn_res.1","RNA_snn_res.1.1","RNA_snn_res.1.2","RNA_snn_res.1.3","RNA_snn_res.1.4","RNA_snn_res.1.5","RNA_snn_res.1.6","RNA_snn_res.1.7","RNA_snn_res.1.8","RNA_snn_res.1.9","RNA_snn_res.2","RNA_snn_res.2.1","RNA_snn_res.2.2","RNA_snn_res.2.3","RNA_snn_res.2.4","RNA_snn_res.2.5","RNA_snn_res.2.6","RNA_snn_res.2.7","RNA_snn_res.2.8","RNA_snn_res.2.9","RNA_snn_res.3"
"SRR2967203","Camp2015",310072.022923794,10543,"Dissociated whole cerebral organoid","35 days","GSM1957151","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967204","Camp2015",436360.17743193,9299,"Dissociated whole cerebral organoid","35 days","GSM1957152","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967205","Camp2015",430012.335341429,7716,"Dissociated whole cerebral organoid","35 days","GSM1957153","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967206","Camp2015",333001.604761189,10642,"Dissociated whole cerebral organoid","35 days","GSM1957154","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","6","6","5","5","5","5","4","4"
"SRR2967207","Camp2015",328671.800948124,6752,"Dissociated whole cerebral organoid","35 days","GSM1957155","iPSC 409B2","organoid",NA,"1","7","0","0","0","0","0","1","1","1","6","7","7","7","6","7","7","7","7","7","8","7","7","8","8","7","8","7","7","7","6"
"SRR2967208","Camp2015",472758.809490748,7925,"Dissociated whole cerebral organoid","37 days","GSM1957156","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967209","Camp2015",435541.343943399,8678,"Dissociated whole cerebral organoid","37 days","GSM1957157","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967210","Camp2015",434126.626912984,8471,"Dissociated whole cerebral organoid","37 days","GSM1957158","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967211","Camp2015",347579.81322104,9461,"Dissociated whole cerebral organoid","37 days","GSM1957159","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967212","Camp2015",506731.385349815,7792,"Dissociated whole cerebral organoid","37 days","GSM1957160","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967213","Camp2015",295554.973654796,10169,"Dissociated whole cerebral organoid","37 days","GSM1957161","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967214","Camp2015",569914.128882971,8441,"Dissociated whole cerebral organoid","37 days","GSM1957162","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967215","Camp2015",458332.307207495,8569,"Dissociated whole cerebral organoid","37 days","GSM1957163","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967216","Camp2015",331600.100181245,8431,"Dissociated whole cerebral organoid","37 days","GSM1957164","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","4","4"
"SRR2967217","Camp2015",365724.75272032,7531,"Dissociated whole cerebral organoid","37 days","GSM1957165","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967218","Camp2015",409071.522005645,5179,"Dissociated whole cerebral organoid","37 days","GSM1957166","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","4","4","3","3","3","3","2","3","3","5"
"SRR2967219","Camp2015",409998.716947835,11212,"Dissociated whole cerebral organoid","37 days","GSM1957167","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967220","Camp2015",411390.441741197,8968,"Dissociated whole cerebral organoid","37 days","GSM1957168","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967221","Camp2015",315630.244304776,10463,"Dissociated whole cerebral organoid","37 days","GSM1957169","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967222","Camp2015",408275.525875552,8112,"Dissociated whole cerebral organoid","37 days","GSM1957170","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967223","Camp2015",425049.582944345,8946,"Dissociated whole cerebral organoid","37 days","GSM1957171","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967224","Camp2015",537622.901037356,8502,"Dissociated whole cerebral organoid","37 days","GSM1957172","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967225","Camp2015",409575.089794731,10650,"Dissociated whole cerebral organoid","37 days","GSM1957173","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967226","Camp2015",364532.637430211,9917,"Dissociated whole cerebral organoid","37 days","GSM1957174","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967227","Camp2015",459645.321638279,9551,"Dissociated whole cerebral organoid","37 days","GSM1957175","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967228","Camp2015",363228.851553036,8314,"Dissociated whole cerebral organoid","37 days","GSM1957176","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967229","Camp2015",431415.983078924,9237,"Dissociated whole cerebral organoid","37 days","GSM1957177","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967230","Camp2015",448349.848615717,9572,"Dissociated whole cerebral organoid","37 days","GSM1957178","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","2","2","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967231","Camp2015",620584.73843873,8598,"Dissociated whole cerebral organoid","37 days","GSM1957179","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967232","Camp2015",456834.688434996,9684,"Dissociated whole cerebral organoid","37 days","GSM1957180","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967233","Camp2015",435727.96458085,9494,"Dissociated whole cerebral organoid","37 days","GSM1957181","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967234","Camp2015",410812.963054357,10687,"Dissociated whole cerebral organoid","37 days","GSM1957182","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967235","Camp2015",398325.255761373,7171,"Dissociated whole cerebral organoid","37 days","GSM1957183","iPSC 409B2","organoid",NA,"2","6","0","0","3","2","2","5","5","5","5","6","6","6","7","6","6","6","6","6","5","6","5","4","4","11","11","12","12","12","12"
"SRR2967236","Camp2015",439887.449692851,9926,"Dissociated whole cerebral organoid","37 days","GSM1957184","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967237","Camp2015",410506.673808045,8932,"Dissociated whole cerebral organoid","37 days","GSM1957185","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967238","Camp2015",655304.434631638,9336,"Dissociated whole cerebral organoid","37 days","GSM1957186","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967239","Camp2015",349096.566710325,7825,"Dissociated whole cerebral organoid","37 days","GSM1957187","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967240","Camp2015",384061.121573963,10463,"Dissociated whole cerebral organoid","37 days","GSM1957188","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967241","Camp2015",471573.956258294,9502,"Dissociated whole cerebral organoid","37 days","GSM1957189","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967242","Camp2015",599486.172253398,8120,"Dissociated whole cerebral organoid","37 days","GSM1957190","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967243","Camp2015",601709.25881422,8981,"Dissociated whole cerebral organoid","37 days","GSM1957191","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967244","Camp2015",463671.623732449,9718,"Dissociated whole cerebral organoid","37 days","GSM1957192","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967245","Camp2015",339123.495596521,8499,"Dissociated whole cerebral organoid","37 days","GSM1957193","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967246","Camp2015",454123.495151489,8443,"Dissociated whole cerebral organoid","37 days","GSM1957194","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967247","Camp2015",534488.575664466,8599,"Dissociated whole cerebral organoid","37 days","GSM1957195","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967248","Camp2015",469722.898557007,8391,"Dissociated whole cerebral organoid","37 days","GSM1957196","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967249","Camp2015",468212.07541348,8982,"Dissociated whole cerebral organoid","37 days","GSM1957197","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967250","Camp2015",481909.379985276,9739,"Dissociated whole cerebral organoid","37 days","GSM1957198","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967251","Camp2015",400223.923930124,9564,"Dissociated whole cerebral organoid","37 days","GSM1957199","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967252","Camp2015",528130.328282495,9099,"Dissociated whole cerebral organoid","37 days","GSM1957200","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967253","Camp2015",419056.506411614,10247,"Dissociated whole cerebral organoid","37 days","GSM1957201","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967254","Camp2015",588282.230903335,8429,"Dissociated whole cerebral organoid","37 days","GSM1957202","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967255","Camp2015",443719.048347405,8788,"Dissociated whole cerebral organoid","37 days","GSM1957203","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967256","Camp2015",508902.305203427,8374,"Dissociated whole cerebral organoid","37 days","GSM1957204","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967257","Camp2015",502690.147060232,7564,"Dissociated whole cerebral organoid","37 days","GSM1957205","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967258","Camp2015",574185.746376806,9123,"Dissociated whole cerebral organoid","37 days","GSM1957206","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967259","Camp2015",471067.083756029,8774,"Dissociated whole cerebral organoid","37 days","GSM1957207","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967260","Camp2015",440636.535622557,10492,"Dissociated whole cerebral organoid","37 days","GSM1957208","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967261","Camp2015",366514.893530537,9411,"Dissociated whole cerebral organoid","37 days","GSM1957209","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967262","Camp2015",429555.442676798,8535,"Dissociated whole cerebral organoid","37 days","GSM1957210","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967263","Camp2015",648647.832175487,9239,"Dissociated whole cerebral organoid","37 days","GSM1957211","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","3","3","3","3","3","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967264","Camp2015",358047.961463797,6516,"Dissociated whole cerebral organoid","37 days","GSM1957212","iPSC 409B2","organoid",NA,"2","0","2","2","2","2","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","2"
"SRR2967265","Camp2015",340329.278950459,5823,"Dissociated whole cerebral organoid","37 days","GSM1957213","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","2","2","1","1","1","1","4","4","4","7","7","8","8","3","3","2","7","7","6"
"SRR2967266","Camp2015",439629.227639976,8077,"Dissociated whole cerebral organoid","37 days","GSM1957214","iPSC 409B2","organoid",NA,"0","6","0","0","3","4","4","5","5","5","5","6","6","6","7","6","6","6","6","6","5","6","5","4","4","11","11","12","12","12","12"
"SRR2967267","Camp2015",308508.70163085,8543,"Dissociated whole cerebral organoid","37 days","GSM1957215","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967268","Camp2015",408888.407414669,10579,"Dissociated whole cerebral organoid","37 days","GSM1957216","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","0","0","0","2","2","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967269","Camp2015",2140574.59775706,8510,"Dissociated whole cerebral organoid","37 days","GSM1957217","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967270","Camp2015",619979.807814867,6710,"Dissociated whole cerebral organoid","37 days","GSM1957218","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967271","Camp2015",456517.233545495,5933,"Dissociated whole cerebral organoid","37 days","GSM1957219","iPSC 409B2","organoid",NA,"0","4","0","0","0","1","1","1","1","1","2","2","6","6","7","7","7","7","4","4","4","7","7","8","8","11","11","12","7","7","6"
"SRR2967272","Camp2015",724550.302010438,9277,"Dissociated whole cerebral organoid","37 days","GSM1957220","iPSC 409B2","organoid",NA,"1","9","1","1","1","0","0","0","0","0","0","0","0","0","6","8","8","8","9","9","9","9","9","9","9","8","7","8","8","8","7"
"SRR2967273","Camp2015",479097.95460556,9984,"Dissociated whole cerebral organoid","37 days","GSM1957221","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","10","10","9","9","10","10","10","10"
"SRR2967274","Camp2015",306357.726268052,7092,"Dissociated whole cerebral organoid","37 days","GSM1957222","iPSC 409B2","organoid",NA,"2","0","2","2","2","2","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","7","6"
"SRR2967275","Camp2015",492175.321574197,10284,"Dissociated whole cerebral organoid","37 days","GSM1957223","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","0","0","0","2","2","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967276","Camp2015",550885.019325677,8163,"Dissociated whole cerebral organoid","37 days","GSM1957224","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967277","Camp2015",429426.135177571,9528,"Dissociated whole cerebral organoid","37 days","GSM1957225","iPSC 409B2","organoid",NA,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0"
"SRR2967278","Camp2015",558479.883336882,8863,"Dissociated whole cerebral organoid","37 days","GSM1957226","iPSC 409B2","organoid",NA,"1","2","1","1","1","0","0","0","0","0","0","0","0","0","2","2","3","3","2","2","2","2","2","10","10","9","9","10","10","10","10"
"SRR2967279","Camp2015",549573.66741974,6505,"Dissociated whole cerebral organoid","41 days","GSM1957227","iPSC 409B2","organoid",NA,"0","5","0","0","0","1","1","4","4","4","4","5","5","5","5","5","5","5","5","5","6","5","6","5","5","4","4","4","4","5","3"
"SRR2967280","Camp2015",582155.132192474,5502,"Dissociated whole cerebral organoid","41 days","GSM1957228","iPSC 409B2","organoid",NA,"0","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","3","3","3","3","3","2","2","2","2","1","1","1","1"
"SRR2967281","Camp2015",384111.546736532,6871,"Dissociated whole cerebral organoid","41 days","GSM1957229","iPSC 409B2","organoid",NA,"0","5","0","0","0","1","1","4","4","4","4","5","5","5","5","5","5","5","5","5","6","5","6","5","5","4","4","4","4","5","3"
